date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2007/8/18,958586,888268,840786,798951,784919,778644,799098,836848,914677,971826,1002799,1016723,1012116,997551,1012827,1041307,1056064,1092702,1078271,1024230,1003962,974651,892937,816374
2007/8/19,753635,718920,694515,680446,682515,684880,696087,734112,796326,848072,895587,941285,961611,978581,998230,1025813,1019234,1039954,1052973,1055224,1069893,1019245,934678,774131
2007/8/24,874053,833209,815680,806142,808027,852792,920081,980407,1038877,1114006,1195348,1279451,1332658,1364780,1425554,1461906,1461562,1423232,1377001,1345737,1323706,1258299,1146114,1045098
2007/8/25,966826,916562,876382,860518,850516,854575,879451,939274,1038403,1150842,1259053,1359386,1422293,1449584,1489574,1494501,1361413,1315573,1296837,1241761,1216791,1161551,1074168,983213
2007/8/26,923228,864340,830075,796050,788783,786988,774019,818486,937474,1038325,1114992,1177796,1211768,1202271,1215975,1237768,1219100,1241012,1238578,1204514,1204370,1127742,1029369,926871
2007/8/31,908186,859124,826889,814926,814781,861338,944836,990199,1035903,1088584,1118669,1179044,1229195,1251749,1241552,1251101,1254091,1233744,1201015,1165448,1147428,1090126,1006638,910289
2007/9/1,832929,778358,743557,723662,709614,712586,721216,752560,827897,891742,931863,948467,975892,993197,1020570,1050280,1068174,1071621,1045693,984064,974976,908752,835295,755606
2007/9/2,702457,659030,634691,626983,629071,635932,655229,672939,763100,830577,877518,911361,954666,988144,1012203,1032623,1055132,1065856,1029454,983849,981045,926502,845375,769278
2007/9/7,949952,896012,880121,855133,855531,899992,998094,1043548,1075092,1133393,1194313,1263434,1333639,1352864,1387941,1408945,1412357,1395402,1368378,1344513,1330482,1253473,1162488,1050640
2007/9/8,944411,878251,844341,818136,805503,806441,832901,869775,957077,1029383,1102502,1185452,1266717,1325478,1321712,1317005,1322696,1310660,1296578,1258898,1217427,1149039,1050034,946693
2007/9/9,874074,811216,769534,745260,732180,720425,742134,776028,850623,959260,1046590,1121775,1188475,1219100,1226428,1246827,1235320,1244972,1243023,1250190,1247831,1154886,1050572,947530
2007/9/14,772663,741804,716694,713819,720161,777715,872214,926253,931984,960649,998217,1002777,1009527,1004009,999960,996812,992420,981062,997030,1010056,989883,947859,885204,805016
2007/9/15,752030,710878,691811,684989,674856,690502,717666,759074,826691,858582,884656,876485,876894,869004,872179,865113,871197,869316,849812,859396,859231,813970,762937,694779
2007/9/16,641138,617253,603544,593830,595555,606856,621929,671039,745352,781177,794525,788706,794757,795370,797848,810553,815515,829537,835927,878564,893782,839834,768386,707287
2007/9/21,753332,715049,698589,685267,669620,692515,794411,837206,848100,870476,905955,936576,972997,1016958,1080409,1101741,1113417,1112063,1082121,1074623,1061529,1008032,937735,858008
2007/9/22,776996,717552,688145,699499,693687,719218,754225,804384,873427,936210,1001612,1037183,1076600,1109055,1144874,1173542,1201071,1198789,1156362,1140233,1109037,1038621,946312,852846
2007/9/23,785929,753025,710781,695979,682058,684631,708543,745696,831149,911639,963137,986666,1025047,1059409,1074877,1096700,1109499,1102410,1055583,1041878,1023103,944477,845849,764542
2007/9/28,898696,882831,848600,840619,850813,886867,1018254,1015565,1029242,1040979,1106116,1159879,1173248,1173920,1153073,1148901,1144866,1118904,1133340,1151931,1129736,1081330,1009881,945660
2007/9/29,876341,840901,812216,776615,766890,778201,806782,843010,921388,987203,1007694,1010811,1028380,1033902,1047423,1087134,1109028,1093765,1069686,1061753,990233,925518,859250,769641
2007/9/30,719524,690056,671917,672916,706616,720512,749746,823112,912004,981914,1028566,1025526,1055936,1040542,1029839,1065511,1096011,1108302,1101014,1101967,1049394,974963,878676,766495
2007/10/5,757441,724055,693531,679264,677345,725545,847758,895848,893073,935496,965461,1008193,1031228,1047318,1074110,1078568,1094570,1070990,1034517,1054352,1005597,950068,888329,779558
2007/10/6,701011,666955,629583,615501,613573,633612,659293,697331,783628,830869,849269,911614,940412,985734,1002005,1043445,1059627,1074155,1020105,1016019,985488,905088,809263,750812
2007/10/7,711498,680082,650976,616306,590025,591942,626279,667679,771039,840069,891536,950684,1022929,1068308,1089803,1105659,1118761,1128236,1083037,1097051,1061156,975844,882581,784628
2007/10/12,722100,697275,687565,690725,697062,727728,860152,913522,894722,886951,887683,890411,863567,867944,850816,850919,851172,875301,896691,924547,912453,881030,823274,760967
2007/10/13,685155,666349,636401,642846,642898,660216,708504,767881,802596,824698,823533,822076,798982,788712,774751,779803,790110,795015,806776,841075,839393,801919,768918,704729
2007/10/14,669219,649424,635436,631586,634155,656774,708111,749355,819298,856942,838213,837138,825376,811586,808513,779331,811597,803115,851644,904303,916412,846102,792683,722346
2007/10/19,761479,735940,724774,722439,723283,788362,890683,942797,963565,985003,1001202,1007144,993378,1004761,988563,993940,988412,994202,1019894,994038,972680,937988,873567,787705
2007/10/20,708196,686577,652937,642902,637186,645821,680868,727804,786783,835973,846248,850431,840324,818854,817455,809045,816802,801934,829106,845952,817870,807792,741859,672308
2007/10/21,641959,618908,602573,592537,602974,597655,639275,711430,769379,808273,806204,797229,810364,801546,816707,821383,837721,843792,868024,919291,903478,845246,782804,713502
2007/10/26,758549,734114,712727,709614,721934,763730,855901,938502,944422,927820,954623,943936,929390,928842,920511,918638,926951,940556,982842,967872,951870,896871,838585,755773
2007/10/27,717345,694370,666550,666052,667456,675385,709625,755094,809333,871203,812729,804176,798063,800801,801384,793257,796425,807528,835387,861804,827791,798029,703274,645881
2007/10/28,616878,592962,565843,572282,603745,631297,662025,722739,793356,818308,833479,822868,815736,802998,796289,798609,798826,828070,881927,948592,943196,898688,845867,794509
2007/11/2,780013,772643,771994,785448,823962,883071,1009437,1071073,1044270,1007536,976722,945326,919906,916889,898864,888710,898639,921857,990372,1007107,995574,973674,932535,874672
2007/11/3,833889,819624,802412,796828,807107,837083,871270,933282,991888,996571,971454,921977,878812,862450,843832,829510,834758,850442,905147,921243,892932,864041,824602,781402
2007/11/4,742255,724285,715531,706278,727756,765380,821712,890300,941118,941076,910667,881146,863587,857526,848461,843114,868727,949549,986949,983406,968030,921946,875522,836151
2007/11/9,926155,915067,905032,909664,923531,976100,1039333,1082995,1072901,1065341,1072943,1057381,1045458,1038894,1033612,1066582,1088171,1142472,1151457,1121570,1097351,1047772,996939,933708
2007/11/10,883938,865870,850719,849993,863271,880965,923839,980102,1028987,1040009,1032014,1018031,1005390,972781,959086,972719,999188,1052907,1052810,1033981,1011975,980750,935554,882644
2007/11/11,852985,847022,850554,864954,881190,917542,969657,1035100,1058996,1027446,967575,904628,881051,856995,857642,868668,928578,1007066,1025740,1028553,1005770,953110,885307,831001
2007/11/16,888682,868385,862811,889619,910733,976610,1063615,1082413,1072963,1091012,1083980,1060727,1033534,1020348,1015462,1020908,1066742,1135547,1106546,1102707,1123021,1104663,1054935,1000839
2007/11/17,952241,939588,931662,920957,960331,993122,1033102,1075898,1108740,1115620,1063917,1017011,964780,923421,907993,921336,950659,1041190,1046000,1027893,1009856,980155,944804,899982
2007/11/18,872792,853767,846019,853760,860462,881163,925177,974500,1028995,1038397,1012551,971325,931167,902663,877586,901787,950808,1025465,1030714,1034321,1032762,983405,925218,860781
2007/11/23,675154,675784,694105,723158,750983,798895,847140,908012,951557,956406,959562,947289,916652,901536,891104,902734,953264,1065606,1095704,1091234,1081029,1056805,1023604,975086
2007/11/24,939204,924169,932266,933715,988008,1029014,1101110,1154981,1160258,1132095,1084024,1031408,983912,944350,934453,956731,1015026,1108124,1109277,1101619,1066591,1027120,984367,923068
2007/11/25,877211,855938,841973,841039,863769,882684,925853,983640,1047370,1061705,1033903,992992,956502,934655,925980,915962,967469,1040984,1057575,1055626,1038800,988321,926799,862384
2007/11/30,935528,925714,930078,946199,983370,1031034,1116483,1167140,1107312,1076332,1056711,1031101,997480,979705,966077,970078,1010808,1122531,1158971,1165853,1155578,1128532,1078307,1019276
2007/12/1,976530,955739,943935,953936,972335,1003513,1052063,1110506,1126697,1120459,1079590,1035323,990038,962003,944025,943467,1003428,1114991,1133785,1118221,1095470,1065231,1014898,952672
2007/12/2,907133,895607,894467,900248,915621,942165,975309,1037541,1090195,1124386,1110381,1086095,1070035,1061373,1045530,1050375,1106119,1169373,1162889,1158539,1118143,1058123,984479,920725
2007/12/7,1234153,1224561,1206573,1206596,1221346,1232854,1285492,1319475,1314691,1287270,1283034,1257965,1256609,1237798,1231286,1199195,1224283,1245199,1242647,1215723,1205699,1197365,1141177,1062488
2007/12/8,1015764,987445,972606,986393,987441,987428,1043127,1099901,1153215,1159577,1139157,1098763,1014486,971255,936790,946903,994637,1093144,1093498,1073454,1059575,1043747,985569,917792
2007/12/9,841250,844241,835041,828376,840468,857030,902961,980586,1017873,1046685,1050477,1029511,1019504,1009287,1007274,1013787,1049786,1108328,1119749,1121068,1108534,1050785,951445,900449
2007/12/14,962121,941867,940109,954232,998284,1061655,1190588,1234097,1196318,1140383,1084232,1033788,985037,964369,947586,949601,1012140,1139473,1165587,1173662,1187969,1171636,1130869,1069583
2007/12/15,1033017,1008386,995916,984471,995895,1032548,1076221,1132027,1170092,1182324,1162975,1150508,1126651,1126025,1135666,1148816,1204703,1274727,1257566,1232676,1209764,1176324,1118192,1053597
2007/12/16,1005818,973103,943228,897450,880507,906019,957496,1012151,1062981,1098175,1107313,1065288,1033561,1018157,1025773,1050456,1122347,1245340,1265393,1278178,1262920,1209309,1133337,1075203
2007/12/21,1031003,1007515,993273,997603,1017755,1075540,1153572,1206503,1216738,1224301,1205716,1168526,1123073,1099866,1084752,1079104,1128299,1205348,1208441,1187336,1162652,1128788,1049609,978969
2007/12/22,922307,887132,873447,869001,882422,910954,954338,1017105,1069968,1091896,1097179,1086992,1060729,1034906,1022351,1021178,1044629,1119973,1115426,1099287,1066874,1039601,978475,903619
2007/12/23,838767,818253,791119,792507,797950,811948,851668,926883,1000781,1035828,1030527,1005216,1002470,966103,945062,917037,909651,980802,990640,972003,946612,958025,914426,860063
2007/12/28,917967,899440,897666,915419,956355,1019344,1100764,1161531,1170640,1162161,1129710,1095640,1075513,1055646,1057158,1059521,1105869,1167943,1171307,1136039,1112769,1065810,1002281,926071
2007/12/29,874214,832493,799950,791317,802324,815329,851450,894590,950175,991048,988853,974716,943650,919448,898784,900404,915637,1015035,1032660,1018783,1005047,982116,944074,898075
2007/12/30,858264,840690,834754,851948,882800,908500,947806,1003435,1074132,1100827,1097848,1088528,1073712,1070268,1058845,1064234,1094450,1151854,1149231,1135618,1105371,1059174,1007212,940010
2008/1/4,1394934,1390259,1408637,1420495,1465607,1521141,1598762,1630685,1561358,1461946,1391234,1354001,1282179,1237024,1221822,1221691,1259493,1305480,1339496,1367895,1371196,1328796,1271986,1193273
2008/1/5,1145654,1124590,1120576,1121964,1143766,1174830,1225973,1281876,1291261,1272029,1216850,1161777,1112738,1066970,1062587,1070210,1122498,1191145,1207184,1178002,1168971,1104213,1044371,977543
2008/1/6,927421,906922,894218,894111,915553,936485,971578,1021968,1082237,1102077,1061333,1012434,975162,947227,911050,886364,923612,1019871,1047891,1044415,1018840,970339,916916,852087
2008/1/11,945421,916500,916070,910626,938091,1005147,1104953,1153801,1125862,1118421,1098773,1071155,1024222,995553,967044,952519,974245,1079369,1118138,1097456,1075822,1044514,996068,934091
2008/1/12,887522,867527,856571,860102,879604,917228,973284,1042613,1099777,1094737,1074567,1044642,1008755,973534,956020,951653,985272,1072245,1105963,1102157,1083169,1062968,1017405,998603
2008/1/13,969809,958392,972297,983488,1007089,1043662,1093449,1162418,1204556,1186110,1113518,1060982,1048940,1065214,1058122,1071967,1100675,1163032,1196179,1202466,1202646,1158638,1103236,1042705
2008/1/18,1087391,1072774,1066702,1082270,1106067,1167856,1261408,1327205,1330801,1287937,1237549,1176386,1136726,1096854,1076874,1077630,1103582,1214146,1266373,1262779,1258126,1239569,1188284,1124896
2008/1/19,1085530,1063792,1050995,1045952,1045597,1070407,1120278,1182427,1250269,1264544,1237029,1208568,1184512,1178846,1166981,1187860,1181661,1213839,1227506,1248664,1240129,1205519,1164849,1123923
2008/1/20,1101074,1109333,1118017,1157084,1191889,1233484,1281968,1366570,1436479,1438783,1427433,1422094,1405364,1373151,1342165,1339202,1357314,1450981,1510446,1507626,1517674,1519206,1492906,1448285
2008/1/25,1320630,1324277,1351505,1380457,1421135,1464030,1579612,1618129,1561703,1488482,1447727,1387231,1337091,1273746,1252772,1250035,1290173,1394351,1458232,1471911,1466373,1448918,1388660,1317479
2008/1/26,1258008,1235373,1226798,1217788,1228522,1252428,1299941,1347475,1342336,1341564,1311643,1267786,1237429,1206294,1199679,1208329,1251459,1314571,1333223,1311891,1285897,1249495,1195074,1130330
2008/1/27,1083246,1064902,1055718,1058443,1066729,1098215,1140757,1211330,1262842,1274137,1230549,1169641,1143535,1130500,1119664,1133731,1162313,1249629,1288253,1287630,1272914,1223635,1164060,1106066
2008/2/1,1106804,1089492,1089796,1106671,1130606,1192007,1266606,1334605,1348750,1355726,1340896,1331028,1316582,1287636,1261562,1256871,1261944,1294937,1330766,1304996,1272376,1229172,1175460,1106752
2008/2/2,1069073,1024638,1024782,1036679,1057976,1101605,1160082,1223133,1257273,1251213,1218083,1171928,1112702,1061178,1010257,996673,1006080,1085043,1160703,1170594,1166872,1154832,1129166,1084425
2008/2/3,1055831,1037572,1028957,1047830,1062108,1084002,1126372,1198499,1259499,1243178,1158214,1074492,1014511,984554,951128,948664,985317,1058515,1078975,1063853,1059836,1022613,997029,941564
2008/2/8,1024266,1025904,1048040,1061501,1104681,1175309,1305996,1344456,1263427,1191040,1144215,1091587,1067889,1041361,1012397,992428,998620,1069423,1155692,1174585,1180423,1160910,1121861,1076131
2008/2/9,1051842,1037498,1031392,1026372,1031745,1047652,1085952,1135036,1171087,1159512,1114906,1049634,996928,954971,928259,928906,943732,994771,1063683,1057206,1041266,1010420,969600,928582
2008/2/10,890217,874603,873803,879634,899224,923508,970634,1034863,1095039,1115686,1096752,1076243,1072130,1053799,1049351,1074038,1109338,1220545,1345998,1398686,1407655,1392607,1364451,1335256
2008/2/15,1154099,1141157,1138825,1138050,1162913,1224963,1338362,1366198,1297511,1222096,1165293,1103037,1068861,1031003,980922,978368,996841,1062638,1169058,1165748,1141459,1110839,1059484,1008788
2008/2/16,967602,955125,957722,968573,995674,1050726,1130942,1202630,1234352,1206864,1165762,1113841,1048127,1005320,991789,971389,988324,1047067,1140221,1156016,1156748,1148463,1125845,1080364
2008/2/17,1048666,1013834,993431,990264,995844,1017546,1057748,1121646,1175611,1181777,1175120,1147930,1115861,1095731,1084304,1086056,1100005,1132990,1163502,1157537,1120260,1060895,990873,916259
2008/2/22,1198429,1177696,1177512,1181814,1205225,1228736,1282296,1331432,1356353,1378833,1431163,1413271,1374254,1344323,1315368,1301281,1318944,1352789,1366266,1345903,1312123,1266726,1217132,1142623
2008/2/23,1107666,1078912,1062383,1067113,1072649,1102872,1145337,1210889,1258220,1288235,1283512,1258533,1210928,1172060,1140640,1126443,1141977,1187679,1236498,1233618,1213989,1183636,1150384,1112968
2008/2/24,1085362,1078318,1088194,1101020,1127401,1164365,1217951,1276783,1261600,1222173,1165617,1108147,1055778,1016687,988905,1002275,1036369,1122874,1197044,1210493,1199061,1153490,1097295,1027826
2008/2/29,1312123,1298687,1307028,1315647,1346922,1404922,1489547,1514879,1427496,1387863,1337269,1325405,1280350,1242564,1218452,1213970,1241854,1276022,1321072,1294046,1260486,1208102,1139720,1070605
2008/3/1,1020880,1008913,981488,980386,986893,1025232,1078381,1128245,1173958,1177217,1163099,1144882,1111591,1081841,1048758,1013099,1022854,1058124,1165490,1178727,1168636,1142830,1102145,1065639
2008/3/2,1036871,1038371,1042073,1062152,1075772,1115359,1174394,1223618,1225911,1198159,1133878,1077276,1034235,979541,939873,925775,925551,984275,1086192,1125448,1131553,1100259,1053448,999903
2008/3/7,950474,948870,958221,971439,1009684,1084066,1205579,1229994,1195528,1152663,1128477,1116868,1115692,1119682,1121593,1119511,1143929,1170740,1181709,1171331,1138010,1082657,1030310,953691
2008/3/8,909122,886838,864894,841370,857748,882025,926243,992468,1061128,1088335,1097864,1071338,1027086,987851,966767,982616,988895,1038242,1139893,1177760,1194157,1178450,1150262,1111903
2008/3/9,1088664,1084233,1080404,1093877,1110853,1138014,1175350,1239739,1279467,1275939,1242800,1199337,1163518,1115436,1056899,1010452,991583,994156,1035225,1140505,1205461,1180934,1131865,1072980
2008/3/14,838387,812034,802108,814752,852020,914176,1039220,1105821,1065967,1024484,992360,965087,941677,923067,906334,900177,908122,920296,946928,987763,981669,946129,887789,828132
2008/3/15,778122,740727,723889,726167,736472,770392,820267,885706,938203,955657,939380,910912,872749,846505,837441,831667,843527,856250,867914,918399,914224,903007,862239,810923
2008/3/16,770131,752120,746502,750262,758748,783820,840974,908170,967844,1002218,992169,971014,960559,951370,943540,941223,942521,969473,1011232,1095382,1133757,1103388,1035177,976238
2008/3/21,937784,924271,928369,942503,975231,1024961,1107649,1156137,1144571,1114005,1078993,1041380,993858,938023,902775,884964,879076,889413,897564,947054,992988,992302,950375,902449
2008/3/22,866221,841148,836950,838912,849427,874215,924020,987397,1030251,1047161,1050844,1029832,981617,933282,924200,915009,922276,945727,964974,1025080,1039069,1029227,991903,944748
2008/3/23,908357,895970,897948,918215,934636,982616,1043237,1102443,1133237,1116400,1059077,1006039,959519,913961,864603,830714,823553,836963,883875,965973,1016001,1000107,953742,902324
2008/3/28,821905,801998,787247,788093,812654,873648,962835,1013035,994362,982901,959013,936580,919390,912564,894644,900743,902324,912047,911015,945339,979385,970654,921005,864817
2008/3/29,834064,820448,820529,833809,864205,901648,964739,1034926,1081499,1086659,1063595,1016313,975581,937615,904847,902505,898968,901002,921365,986059,1021448,1013184,978750,928014
2008/3/30,899743,877513,876929,880465,897999,937028,985151,1051495,1109945,1131853,1122422,1092853,1067197,1042906,1015254,992770,1007920,1027113,1061694,1120042,1131118,1087690,1002646,938489
2008/4/4,980014,959353,948701,946550,963747,1007351,1122823,1167386,1158214,1141342,1113644,1064047,1016668,994412,962826,935857,928728,935682,936704,964127,989420,962189,910217,830274
2008/4/5,779438,747795,730736,720665,731072,756268,791815,844858,890008,913700,906147,880308,848495,827597,807135,800284,805615,822936,848614,879692,902824,871049,822548,761980
2008/4/6,715108,699073,690421,698698,707326,732792,781031,857664,941444,998633,1015898,1006707,1003656,1002227,981277,978795,988625,1004491,1015045,1053477,1067510,1021972,941692,865383
2008/4/11,756514,731035,721182,716872,733292,792212,886810,941899,933584,927066,932843,923679,924140,926137,937200,935405,946764,955113,947475,974269,973828,935847,873928,783169
2008/4/12,719881,686268,661288,657680,658682,688756,716577,767308,826763,864693,874464,861921,848849,835736,827071,829683,843828,847668,839566,841765,878404,838975,791499,721666
2008/4/13,674283,646116,635502,626465,623728,646012,684282,756743,851271,899208,910711,902295,898211,879180,861153,871626,876182,898296,910912,949412,991745,952510,877432,824830
2008/4/18,716252,701731,689275,695858,735230,804856,923006,971514,948983,931421,918190,914363,911079,910509,918535,918810,927906,944595,956782,940701,978470,937863,862922,765021
2008/4/19,697047,663949,639270,614557,622141,641678,687766,745202,792261,813300,823802,826004,830973,834913,835140,819435,831764,845531,843961,841809,878898,847454,793854,729237
2008/4/20,668791,640600,628493,616573,618502,626719,653640,706074,775856,812359,836738,828759,840858,840091,823119,832760,838333,858844,881928,907914,931445,881463,809515,751483
2008/4/25,726061,699070,680040,682823,698115,754116,868346,916497,912975,934180,936125,954758,968755,982057,998337,991250,944963,926552,914568,947516,1000068,963436,889957,804506
2008/4/26,743911,700455,677885,673870,671598,690178,728733,798192,865938,903963,928792,944041,962030,987253,985166,973285,963798,953218,937023,940123,945155,903141,838586,767196
2008/4/27,710958,670454,652450,637103,625158,634378,664753,720616,800845,841873,854109,867554,873668,863816,848134,848660,857405,874118,892959,918766,946405,898218,830275,747755
2008/5/2,750671,727100,717096,721083,737287,799848,888603,928797,927605,921145,918506,913718,916947,916394,906634,881353,887420,896229,889901,904930,940838,919096,869809,791197
2008/5/3,723507,676411,660291,671355,674463,688195,705271,762085,825539,858513,877120,894636,895564,895913,894745,896129,903343,907553,887679,887854,911783,890088,811548,743053
2008/5/4,681410,642655,625746,624807,618755,627185,649605,711517,789950,842494,853127,848778,830993,830186,831741,842316,855301,862804,863043,873457,937137,910270,821054,736002
2008/5/9,754421,720732,709369,714344,726817,774803,882993,945146,946112,954113,961014,957456,947185,937401,927197,918876,916907,914274,908894,909209,922406,899485,842295,765073
2008/5/10,715459,693053,675071,668703,668899,685065,726927,787789,849401,893575,897436,886383,862805,841587,819555,815311,816839,823105,824604,825248,867803,867239,811944,748622
2008/5/11,688879,662415,647124,648369,656907,668443,713557,781537,855035,891083,891501,883315,884236,868385,839026,836749,863585,891578,905142,926691,960690,926428,851076,792357
2008/5/16,772709,742188,720870,720722,734040,783400,889606,943008,940778,938929,944110,951404,942287,934984,941384,933752,937730,940383,938269,922261,948657,929906,878890,798062
2008/5/17,747792,709460,696774,695455,702736,720915,756170,805902,848467,861756,855297,848022,844719,835950,832491,827206,838327,857986,856661,856090,876654,873363,821338,745078
2008/5/18,674859,642360,631055,619687,622525,644314,660021,720838,783523,838962,863392,864849,875329,868229,835508,828754,835504,840099,849250,865839,916981,904677,828712,754214
2008/5/23,734650,711727,706724,726806,746488,803133,910316,962958,947419,940288,920719,909361,908392,906796,907705,916874,917412,915625,899064,897995,922644,916423,857937,778003
2008/5/24,707145,678099,660725,658590,653516,665551,697207,758787,819674,858111,864658,856368,851298,857705,853306,855764,866304,882671,878047,860044,872344,871886,809369,735634
2008/5/25,663069,628729,621057,607460,620957,630401,647020,711160,787109,832788,851127,854275,854861,851581,855373,868604,882663,897517,889458,870922,876110,882494,819412,736675
2008/5/30,769829,737648,717850,698483,716079,768126,862033,925519,943387,964884,994263,1019774,1065710,1071444,1040324,1059035,1082952,1088869,1096877,1080534,1075424,1081612,1000924,902995
2008/5/31,839590,798064,766328,753633,744645,762792,779171,844094,908298,981945,1030308,1036527,1040460,985517,968554,970526,984603,1043263,1036231,1007680,989425,987737,917407,839275
2008/6/1,770742,724565,693491,679233,674696,674284,680131,743541,849129,936148,988221,1015416,1041168,1066726,1060102,1054998,1052267,1025875,1009663,985246,990391,984311,903287,808679
2008/6/6,929497,880682,852752,821983,828891,852237,948651,1022612,1053858,1102796,1164094,1231142,1246750,1294263,1339520,1374375,1394654,1392422,1377485,1356413,1337993,1323899,1221469,1107635
2008/6/7,995733,941513,892376,852965,845640,843758,878034,968485,1082360,1204439,1308572,1387818,1450736,1450668,1463509,1496295,1492428,1464885,1442365,1429449,1376543,1334361,1228642,1099683
2008/6/8,998653,926480,891705,854164,842778,830734,836538,925088,1054286,1192247,1298169,1375485,1414541,1436147,1452366,1481617,1508897,1502943,1487862,1466266,1440608,1397391,1254443,1108939
2008/6/13,951062,889814,854005,836354,831376,870856,927578,1012564,1074537,1129856,1226608,1297365,1376854,1419725,1426718,1447272,1431939,1397755,1372157,1347739,1312889,1273825,1190050,1074035
2008/6/14,985569,928010,886567,864601,847615,844197,861106,932791,1035937,1115267,1199986,1288426,1354255,1355173,1241286,1216761,1186228,1137249,1124568,1108555,1091769,1074263,997545,905086
2008/6/15,824603,781065,754804,740184,729636,731655,743973,803338,891603,989672,1048432,1096685,1126666,1137587,1141395,1170948,1198732,1216089,1228690,1215071,1173395,1155606,1054294,938759
2008/6/20,807176,767158,749672,745705,761784,791072,824078,900952,952024,984208,967588,1006399,1024008,1064071,1073509,1069494,1077793,1107086,1127315,1087419,1075884,1063213,989465,902561
2008/6/21,822562,780332,744725,734377,727631,733882,751896,820555,904046,991598,1041430,1091982,1134913,1117393,1143969,1158267,1171748,1182238,1175752,1119746,1087416,1069245,996915,896329
2008/6/22,824365,765910,737749,710098,701714,701472,716183,781966,880434,971820,1036605,1083314,1138520,1179651,1222684,1229180,1209594,1161386,1119737,1073541,1044288,1036380,943742,851250
2008/6/27,1029092,957722,922735,894950,882676,894998,957141,1058330,1144562,1246074,1346063,1390349,1362744,1373091,1423962,1429308,1424603,1421015,1404464,1357908,1318236,1298893,1201374,1085299
2008/6/28,978170,921967,882241,851132,839240,844395,861600,922078,1032757,1127324,1214633,1291945,1307656,1319939,1359357,1408970,1442645,1456998,1422009,1347752,1269248,1224832,1132774,1035161
2008/6/29,944007,887740,849779,818725,795909,800218,807580,868286,972520,1073074,1174270,1253435,1300116,1321064,1299149,1279420,1303225,1316845,1330352,1300670,1265985,1245297,1153732,1027260
